CustomerID,Recency,Frequency,Monetary,AvgOrderValue,StdOrderValue,TotalOrders,TotalItems,R_Score,F_Score,M_Score,RFM_Score,RFM_Numeric,Customer_Segment
13383.0,178,1,305.28000000000003,305.28,,1,288,1,1,2,112,4,Hibernating
13384.0,25,4,2528.9,22.58,19.54,112,1720,4,4,5,445,13,Champions
13386.0,49,2,835.46,26.95,16.49,31,514,3,2,3,323,8,Promising
13387.0,52,1,186.94,2.63,1.9,71,123,3,1,1,311,5,Others
13388.0,238,1,508.55,14.96,3.94,34,419,1,1,3,113,5,Others
13392.0,312,1,91.14,11.39,4.2,8,82,1,1,1,111,3,Hibernating
13393.0,218,4,1131.45,16.4,15.97,69,662,1,4,4,144,9,At_Risk
13394.0,14,11,4101.68,16.15,10.67,254,2962,5,5,5,555,15,Champions
13395.0,35,2,872.51,14.54,11.49,60,1324,4,2,3,423,9,Potential_Loyalists
13397.0,72,5,1647.74,32.31,22.29,51,906,2,4,4,244,10,Need_Attention
13398.0,83,1,213.0,16.38,2.07,13,60,2,1,1,211,4,Hibernating
13399.0,99,3,275.4,18.36,2.36,15,120,2,3,2,232,7,About_To_Sleep
13400.0,217,1,310.83,13.51,4.18,23,284,1,1,2,112,4,Hibernating
13402.0,7,3,913.9,16.03,7.89,57,628,5,3,3,533,11,Potential_Loyalists
13403.0,22,2,154.5,25.75,8.99,6,70,4,2,1,421,7,New_Customers
13405.0,116,3,641.36,40.08,27.88,16,690,2,3,3,233,8,Need_Attention
13406.0,62,2,568.92,63.21,25.36,9,292,3,2,3,323,8,Promising
13407.0,213,3,2244.7,26.41,12.33,85,1690,1,3,5,135,9,At_Risk
13408.0,6,46,23616.422,65.24,47.72,362,13267,5,5,5,555,15,Champions
13410.0,28,4,1198.9,54.5,69.26,22,726,4,4,4,444,12,Champions
13412.0,255,1,487.35,14.33,7.63,34,176,1,1,2,112,4,Hibernating
13413.0,274,6,429.44,9.99,22.53,43,455,1,4,2,142,7,Others
13414.0,98,3,1103.64,35.6,67.81,31,1128,2,3,4,234,9,Need_Attention
13415.0,107,4,784.17,7.76,9.92,101,496,2,4,3,243,9,Need_Attention
13416.0,371,1,228.3,32.61,14.52,7,66,1,1,1,111,3,Hibernating
13417.0,182,4,1028.66,20.99,8.6,49,370,1,4,4,144,9,At_Risk
13418.0,7,15,6055.47,23.65,24.36,256,3670,5,5,5,555,15,Champions
13421.0,41,6,2225.04,13.65,14.23,163,1223,3,4,5,345,12,Loyal_Customers
13423.0,63,1,217.03,18.09,6.7,12,141,3,1,1,311,5,Others
13424.0,84,1,572.77,14.32,4.38,40,529,2,1,3,213,6,Others
13425.0,143,2,1766.22,17.84,12.18,99,1235,2,2,4,224,8,About_To_Sleep
13426.0,17,12,4526.06,24.33,25.66,186,2623,4,5,5,455,14,Champions
13427.0,112,3,423.93,18.43,9.92,23,335,2,3,2,232,7,About_To_Sleep
13428.0,149,2,276.76,4.13,3.41,67,205,2,2,2,222,6,About_To_Sleep
13431.0,41,6,2047.14,24.66,19.61,83,898,3,4,4,344,11,Loyal_Customers
13432.0,206,2,439.1,3.96,3.89,111,217,1,2,2,122,5,Hibernating
13433.0,136,4,658.32,27.43,33.69,24,190,2,4,3,243,9,Need_Attention
13434.0,20,3,1132.6200000000001,45.3,27.33,25,564,4,3,4,434,11,Potential_Loyalists
13435.0,11,2,637.44,13.28,18.47,48,625,5,2,3,523,10,Potential_Loyalists
13438.0,182,1,46.5,46.5,,1,10,1,1,1,111,3,Hibernating
13439.0,23,2,702.9,6.22,4.5,113,710,4,2,3,423,9,Potential_Loyalists
13440.0,58,7,1295.25,21.95,15.05,59,573,3,5,4,354,12,Loyal_Customers
13441.0,66,1,424.26,16.97,3.86,25,316,3,1,2,312,6,Others
13442.0,302,3,419.87,11.05,10.51,38,115,1,3,2,132,6,Others
13443.0,83,6,1273.16,6.37,9.34,200,805,2,4,4,244,10,Need_Attention
13444.0,9,2,619.08,10.86,6.65,57,331,5,2,3,523,10,Potential_Loyalists
13445.0,261,1,241.89999999999998,34.56,25.43,7,198,1,1,1,111,3,Hibernating
13446.0,65,11,3881.89,20.22,16.62,192,2403,3,5,5,355,13,Loyal_Customers
13448.0,8,9,5655.2,15.84,21.36,357,2709,5,5,5,555,15,Champions
13450.0,9,7,2076.32,27.32,19.64,76,2336,5,5,4,554,14,Champions
13451.0,16,6,4191.8,7.12,4.68,589,3101,4,4,5,445,13,Champions
13452.0,107,1,139.8,139.8,,1,4,2,1,1,211,4,Hibernating
13453.0,37,1,424.71,18.47,7.45,23,207,3,1,2,312,6,Others
13454.0,276,1,219.87,9.56,8.32,23,198,1,1,1,111,3,Hibernating
13455.0,1,5,1847.5900000000001,18.85,9.31,98,631,5,4,4,544,13,Champions
13457.0,323,2,148.22,16.47,11.85,9,96,1,2,1,121,4,Hibernating
13458.0,14,2,2312.7000000000003,22.45,12.76,103,1252,5,2,5,525,12,Potential_Loyalists
13459.0,259,2,1160.41,15.9,6.02,73,986,1,2,4,124,7,Others
13461.0,42,3,2715.0,77.57,56.95,35,1962,3,3,5,335,11,Promising
13462.0,45,4,1002.35,16.17,6.98,62,635,3,4,4,344,11,Loyal_Customers
13464.0,29,5,2422.96,22.03,12.72,110,1037,4,4,5,445,13,Champions
13465.0,81,2,931.12,27.39,33.77,34,584,2,2,3,223,7,About_To_Sleep
13466.0,43,4,705.45,18.56,10.15,38,401,3,4,3,343,10,Loyal_Customers
13468.0,3,38,7670.54,18.05,7.11,425,3223,5,5,5,555,15,Champions
13469.0,288,1,82.4,13.73,3.94,6,52,1,1,1,111,3,Hibernating
13472.0,98,2,592.24,21.15,10.13,28,310,2,2,3,223,7,About_To_Sleep
13473.0,209,6,2235.12,45.61,56.75,49,734,1,4,5,145,10,At_Risk
13474.0,78,2,419.75,6.56,5.24,64,189,2,2,2,222,6,About_To_Sleep
13476.0,41,3,823.0,17.15,7.14,48,296,3,3,3,333,9,Promising
13477.0,90,5,1364.5900000000001,17.49,12.96,78,1070,2,4,4,244,10,Need_Attention
13478.0,104,5,2215.78,17.73,7.42,125,1189,2,4,5,245,11,Need_Attention
13479.0,87,2,550.42,14.48,4.59,38,582,2,2,3,223,7,About_To_Sleep
13480.0,51,2,627.82,15.31,3.49,41,362,3,2,3,323,8,Promising
13481.0,9,6,2026.28,17.62,6.42,115,913,5,4,4,544,13,Champions
13482.0,262,1,151.45,16.83,4.29,9,71,1,1,1,111,3,Hibernating
13484.0,18,2,476.92,15.38,5.67,31,180,4,2,2,422,8,Potential_Loyalists
13485.0,11,10,2564.98,19.0,11.79,135,1521,5,5,5,555,15,Champions
13487.0,140,2,271.47,18.1,8.01,15,97,2,2,2,222,6,About_To_Sleep
13488.0,2,11,6619.57,21.92,19.65,302,3373,5,5,5,555,15,Champions
13490.0,289,1,154.25,19.28,5.91,8,25,1,1,1,111,3,Hibernating
13491.0,7,18,3350.7400000000002,18.41,9.61,182,1482,5,5,5,555,15,Champions
13495.0,3,6,3329.39,33.63,27.06,99,1845,5,4,5,545,14,Champions
13497.0,3,5,972.2800000000001,20.26,8.45,48,416,5,4,3,543,12,Loyal_Customers
13498.0,365,1,327.38,19.26,9.41,17,362,1,1,2,112,4,Hibernating
13500.0,36,1,299.53,14.98,3.91,20,229,3,1,2,312,6,Others
13501.0,121,2,1544.79,24.92,13.88,62,693,2,2,4,224,8,About_To_Sleep
13502.0,50,2,488.5,32.57,29.99,15,226,3,2,2,322,7,Promising
13503.0,114,5,1642.39,9.55,8.6,172,857,2,4,4,244,10,Need_Attention
13506.0,4,4,1180.68,16.4,6.61,72,850,5,4,4,544,13,Champions
13508.0,277,1,176.07999999999998,11.0,8.54,16,156,1,1,1,111,3,Hibernating
13509.0,142,1,135.0,27.0,27.29,5,108,2,1,1,211,4,Hibernating
13510.0,10,7,2766.73,15.9,5.7,174,1658,5,5,5,555,15,Champions
13511.0,311,1,282.76,56.55,45.96,5,60,1,1,2,112,4,Hibernating
13512.0,22,3,462.18,19.26,10.14,24,276,4,3,2,432,9,Potential_Loyalists
13513.0,76,2,619.49,20.65,16.01,30,255,2,2,3,223,7,About_To_Sleep
13514.0,63,3,663.7,39.04,20.16,17,248,3,3,3,333,9,Promising
13515.0,84,2,374.7,22.04,15.97,17,138,2,2,2,222,6,About_To_Sleep
13516.0,52,1,295.85,17.4,5.36,17,129,3,1,2,312,6,Others
13519.0,77,1,220.46,20.04,5.59,11,110,2,1,1,211,4,Hibernating
13520.0,6,6,3285.05,29.33,25.22,112,1640,5,4,5,545,14,Champions
13523.0,1,2,1136.64,19.27,9.09,59,602,5,2,4,524,11,Potential_Loyalists
13526.0,373,2,1182.0,26.86,40.58,44,1911,1,2,4,124,7,Others
13527.0,53,5,2298.93,10.17,6.32,226,1053,3,4,5,345,12,Loyal_Customers
13530.0,269,1,402.98,22.39,7.42,18,272,1,1,2,112,4,Hibernating
13531.0,1,5,1254.72,18.45,6.63,68,426,5,4,4,544,13,Champions
13534.0,14,10,1850.82,19.28,7.3,96,908,5,5,4,554,14,Champions
13535.0,37,1,89.5,89.5,,1,10,3,1,1,311,5,Others
13537.0,60,2,717.85,17.09,7.42,42,337,3,2,3,323,8,Promising
13538.0,31,5,1822.28,15.58,12.19,117,784,4,4,4,444,12,Champions
13539.0,55,4,938.02,19.14,12.26,49,390,3,4,3,343,10,Loyal_Customers
13540.0,102,3,632.39,19.76,7.99,32,189,2,3,3,233,8,Need_Attention
13541.0,62,2,785.25,78.53,50.78,10,279,3,2,3,323,8,Promising
13542.0,11,17,3959.4900000000002,11.96,10.69,331,804,5,5,5,555,15,Champions
13543.0,269,2,1439.61,30.63,24.27,47,329,1,2,4,124,7,Others
13544.0,46,4,514.14,3.21,3.07,160,219,3,4,3,343,10,Loyal_Customers
13545.0,25,2,364.93,6.76,5.04,54,252,4,2,2,422,8,Potential_Loyalists
13546.0,17,2,465.15,8.46,9.18,55,230,4,2,2,422,8,Potential_Loyalists
13547.0,43,1,167.08,3.8,3.61,44,79,3,1,1,311,5,Others
13548.0,106,1,223.28,3.66,2.59,61,122,2,1,1,211,4,Hibernating
13549.0,22,1,87.6,10.95,1.69,8,96,4,1,1,411,6,New_Customers
13550.0,18,1,342.55,8.16,6.96,42,430,4,1,2,412,7,New_Customers
13551.0,301,1,152.39999999999998,152.4,,1,24,1,1,1,111,3,Hibernating
13552.0,63,10,3208.85,32.74,32.79,98,1213,3,5,5,355,13,Loyal_Customers
13553.0,309,1,499.6,5.61,4.54,89,201,1,1,3,113,5,Others
13554.0,15,7,1629.35,8.31,7.46,196,578,4,5,4,454,13,Champions
13555.0,13,9,4792.96,18.29,25.96,262,2126,5,5,5,555,15,Champions
13556.0,64,2,200.82,22.31,11.05,9,134,3,2,1,321,6,Others
13557.0,50,11,2448.2,16.77,8.2,146,1852,3,5,5,355,13,Loyal_Customers
13559.0,147,2,990.0,495.0,233.35,2,360,2,2,4,224,8,About_To_Sleep
13561.0,32,10,1661.54,7.73,6.84,215,1042,4,5,4,454,13,Champions
13562.0,36,5,3038.85,26.66,19.16,114,846,3,4,5,345,12,Loyal_Customers
13564.0,3,35,15310.35,13.21,9.7,1159,8497,5,5,5,555,15,Champions
13565.0,46,1,174.57999999999998,7.94,7.37,22,88,3,1,1,311,5,Others
13566.0,69,3,831.76,4.22,3.7,197,690,3,3,3,333,9,Promising
13567.0,63,4,1079.29,5.37,4.92,201,643,3,4,4,344,11,Loyal_Customers
13569.0,2,3,497.74,4.05,2.96,123,232,5,3,2,532,10,Potential_Loyalists
13571.0,17,14,2448.32,7.35,6.91,333,1434,4,5,5,455,14,Champions
13573.0,14,4,614.27,9.91,16.06,62,345,5,4,3,543,12,Loyal_Customers
13574.0,46,1,404.45,4.44,4.41,91,304,3,1,2,312,6,Others
13576.0,8,11,4834.4,31.6,43.04,153,1968,5,5,5,555,15,Champions
13577.0,17,7,1801.68,21.2,13.26,85,870,4,5,4,454,13,Champions
13578.0,44,1,147.66,16.41,22.31,9,127,3,1,1,311,5,Others
13579.0,4,4,1072.0,16.0,6.31,67,588,5,4,4,544,13,Champions
13580.0,41,1,107.75,21.55,10.3,5,45,3,1,1,311,5,Others
13581.0,49,1,162.53,7.07,6.51,23,89,3,1,1,311,5,Others
13582.0,24,2,241.68,21.97,9.8,11,106,4,2,1,421,7,New_Customers
13583.0,314,1,664.001,15.44,4.88,43,372,1,1,3,113,5,Others
13584.0,133,2,243.3,4.34,4.59,56,323,2,2,1,221,5,Hibernating
13585.0,165,3,684.54,17.55,7.81,39,1386,2,3,3,233,8,Need_Attention
13586.0,176,1,127.28,6.36,5.91,20,38,1,1,1,111,3,Hibernating
13587.0,84,3,961.1,43.69,46.53,22,484,2,3,3,233,8,Need_Attention
13589.0,84,4,741.09,23.91,20.1,31,179,2,4,3,243,9,Need_Attention
13590.0,10,12,4354.12,13.65,11.89,319,3423,5,5,5,555,15,Champions
13591.0,70,4,976.81,22.72,11.0,43,365,3,4,3,343,10,Loyal_Customers
13593.0,22,9,3481.4100000000003,12.39,9.9,281,1451,4,5,5,455,14,Champions
13594.0,120,1,136.35000000000002,19.48,4.19,7,37,2,1,1,211,4,Hibernating
13595.0,151,3,784.48,5.49,6.27,143,341,2,3,3,233,8,Need_Attention
13597.0,35,2,396.71,23.34,14.4,17,231,4,2,2,422,8,Potential_Loyalists
13598.0,130,4,601.92,10.56,13.08,57,341,2,4,3,243,9,Need_Attention
13599.0,1,14,5013.96,30.76,27.62,163,3200,5,5,5,555,15,Champions
13600.0,269,1,298.9,13.59,19.45,22,275,1,1,2,112,4,Hibernating
13601.0,27,2,466.67,5.43,4.53,86,409,4,2,2,422,8,Potential_Loyalists
13602.0,16,3,596.28,17.04,5.4,35,271,4,3,3,433,10,Potential_Loyalists
13604.0,293,1,717.62,34.17,25.97,21,242,1,1,3,113,5,Others
13605.0,22,2,522.67,9.86,8.57,53,425,4,2,3,423,9,Potential_Loyalists
13607.0,37,1,400.3,16.68,3.9,24,178,3,1,2,312,6,Others
13608.0,175,1,232.05,6.82,6.68,34,110,1,1,1,111,3,Hibernating
13609.0,228,1,167.35,23.91,10.95,7,19,1,1,1,111,3,Hibernating
13610.0,22,7,1021.38,5.55,5.25,184,381,4,5,4,454,13,Champions
13611.0,9,7,2143.53,13.92,8.74,154,1234,5,5,5,555,15,Champions
13612.0,267,1,818.29,16.37,5.12,50,444,1,1,3,113,5,Others
13613.0,87,5,1039.8500000000001,17.62,6.3,59,445,2,4,4,244,10,Need_Attention
13614.0,28,2,747.28,10.83,7.59,69,257,4,2,3,423,9,Potential_Loyalists
13615.0,34,7,5854.84,17.02,15.88,344,2721,4,5,5,455,14,Champions
13616.0,203,2,283.85,8.11,6.67,35,172,1,2,2,122,5,Hibernating
13617.0,43,5,734.57,11.66,11.53,63,293,3,4,3,343,10,Loyal_Customers
13619.0,179,2,224.94,5.0,4.3,45,79,1,2,1,121,4,Hibernating
13620.0,163,1,112.34,22.47,21.52,5,74,2,1,1,211,4,Hibernating
13622.0,331,1,658.95,20.59,13.16,32,379,1,1,3,113,5,Others
13623.0,15,5,1805.32,8.76,11.71,206,724,4,4,4,444,12,Champions
13624.0,23,1,462.08,21.0,13.92,22,820,4,1,2,412,7,New_Customers
13625.0,231,1,301.26,14.35,5.94,21,144,1,1,2,112,4,Hibernating
13626.0,14,1,449.81,17.99,9.63,25,189,5,1,2,512,8,New_Customers
13627.0,123,2,607.43,16.42,11.03,37,363,2,2,3,223,7,About_To_Sleep
13628.0,311,1,310.14,19.38,19.74,16,106,1,1,2,112,4,Hibernating
13629.0,48,8,5578.5,199.23,73.43,28,3350,3,5,5,355,13,Loyal_Customers
13632.0,29,3,1526.88,20.36,10.0,75,602,4,3,4,434,11,Potential_Loyalists
13634.0,9,11,3486.41,13.41,10.82,260,1390,5,5,5,555,15,Champions
13635.0,77,3,1928.13,19.28,12.5,100,1207,2,3,4,234,9,Need_Attention
13639.0,71,1,312.93,16.47,4.34,19,197,2,1,2,212,5,Hibernating
13640.0,246,1,405.0,101.25,22.5,4,108,1,1,2,112,4,Hibernating
13641.0,275,5,1016.47,23.1,16.45,44,1098,1,4,4,144,9,At_Risk
13642.0,67,3,159.92,3.33,2.77,48,80,3,3,1,331,7,Others
13643.0,17,7,1637.33,22.13,12.94,74,629,4,5,4,454,13,Champions
13646.0,34,2,326.25,5.62,4.34,58,79,4,2,2,422,8,Potential_Loyalists
13647.0,129,4,1393.56,22.85,29.74,61,908,2,4,4,244,10,Need_Attention
13648.0,35,8,1764.02,16.64,6.77,106,960,4,5,4,454,13,Champions
13649.0,1,5,1304.88,13.05,10.27,100,710,5,4,4,544,13,Champions
13650.0,9,4,1451.66,19.1,11.09,76,824,5,4,4,544,13,Champions
13651.0,16,1,132.65,16.58,4.3,8,29,4,1,1,411,6,New_Customers
13652.0,3,3,1475.77,15.37,4.93,96,992,5,3,4,534,12,Potential_Loyalists
13653.0,122,1,152.2,16.91,1.88,9,72,2,1,1,211,4,Hibernating
13654.0,15,5,3600.67,22.09,14.78,163,2580,4,4,5,445,13,Champions
13655.0,9,4,1347.54,21.39,9.59,63,620,5,4,4,544,13,Champions
13656.0,134,2,699.2,18.4,11.4,38,372,2,2,3,223,7,About_To_Sleep
13658.0,18,4,3386.33,26.25,13.89,129,1152,4,4,5,445,13,Champions
13659.0,51,10,3321.68,19.43,10.22,171,1645,3,5,5,355,13,Loyal_Customers
13660.0,35,1,306.64,7.67,4.33,40,136,4,1,2,412,7,New_Customers
13661.0,238,1,325.24,19.13,4.72,17,118,1,1,2,112,4,Hibernating
13662.0,20,8,1352.35,16.1,4.83,84,636,4,5,4,454,13,Champions
13663.0,15,4,1858.04,21.61,13.81,86,802,4,4,4,444,12,Champions
13665.0,21,3,1711.66,16.15,5.84,106,1652,4,3,4,434,11,Potential_Loyalists
13666.0,55,2,43.25,6.18,5.7,7,13,3,2,1,321,6,Others
13668.0,18,14,6638.650000000001,22.66,37.35,293,2374,4,5,5,455,14,Champions
13669.0,42,1,195.0,39.0,17.1,5,156,3,1,1,311,5,Others
13671.0,29,1,172.6,2.7,1.81,64,95,4,1,1,411,6,New_Customers
13672.0,365,1,233.53,19.46,8.91,12,81,1,1,1,111,3,Hibernating
13674.0,67,1,240.68,17.19,2.9,14,102,3,1,1,311,5,Others
13676.0,174,2,243.9,18.76,16.97,13,104,2,2,1,221,5,Hibernating
13677.0,39,2,551.24,5.2,6.26,106,217,3,2,3,323,8,Promising
13679.0,128,3,281.26,5.63,4.26,50,102,2,3,2,232,7,About_To_Sleep
13680.0,106,8,7700.55,17.04,34.61,452,3310,2,5,5,255,12,Need_Attention
13683.0,92,1,258.6,25.86,8.45,10,180,2,1,2,212,5,Hibernating
13684.0,25,3,529.75,6.71,17.19,79,196,4,3,3,433,10,Potential_Loyalists
13686.0,15,2,337.04,12.96,5.03,26,308,4,2,2,422,8,Potential_Loyalists
13687.0,73,1,11880.84,264.02,291.26,45,87167,2,1,5,215,8,Others
13688.0,270,1,375.5,75.1,15.88,5,130,1,1,2,112,4,Hibernating
13689.0,79,1,349.5,116.5,84.0,3,210,2,1,2,212,5,Hibernating
13691.0,31,1,212.78,3.94,5.83,54,145,4,1,1,411,6,New_Customers
13692.0,43,2,1626.08,37.82,50.84,43,875,3,2,4,324,9,Promising
13693.0,9,9,2011.8200000000002,18.98,8.12,106,880,5,5,4,554,14,Champions
13694.0,8,94,131443.19,137.35,111.86,957,125893,5,5,5,555,15,Champions
13695.0,212,1,266.6,44.43,48.38,6,188,1,1,2,112,4,Hibernating
13696.0,56,3,2020.4,84.18,145.29,24,552,3,3,4,334,10,Promising
13698.0,231,2,451.73,11.89,12.66,38,227,1,2,2,122,5,Hibernating
13699.0,185,1,455.57,19.81,6.95,23,153,1,1,2,112,4,Hibernating
13700.0,52,3,348.34,7.57,4.75,46,505,3,3,2,332,8,Promising
13701.0,81,1,161.0,17.89,5.7,9,80,2,1,1,211,4,Hibernating
13702.0,80,1,135.18,27.04,9.31,5,74,2,1,1,211,4,Hibernating
13703.0,50,1,326.06,9.06,7.67,36,118,3,1,2,312,6,Others
13705.0,8,5,1323.47,23.63,22.8,56,646,5,4,4,544,13,Champions
13706.0,261,1,300.38,16.69,6.52,18,112,1,1,2,112,4,Hibernating
13707.0,64,3,2559.45,23.92,17.17,107,1859,3,3,5,335,11,Promising
13709.0,81,5,1263.7,17.55,6.4,72,614,2,4,4,244,10,Need_Attention
13710.0,58,2,329.04,47.01,16.52,7,160,3,2,2,322,7,Promising
13711.0,41,7,1540.2,19.5,7.93,79,679,3,5,4,354,12,Loyal_Customers
13712.0,245,1,537.58,23.37,20.75,23,776,1,1,3,113,5,Others
13713.0,43,3,740.76,9.26,8.3,80,284,3,3,3,333,9,Promising
13714.0,100,1,161.35,5.38,4.49,30,50,2,1,1,211,4,Hibernating
13715.0,7,13,7348.3,17.37,17.23,423,4345,5,5,5,555,15,Champions
13717.0,92,2,318.29,14.47,4.94,22,185,2,2,2,222,6,About_To_Sleep
13719.0,28,6,1741.4,9.26,6.44,188,979,4,4,4,444,12,Champions
13721.0,30,1,217.39999999999998,15.53,6.1,14,196,4,1,1,411,6,New_Customers
13722.0,55,7,3260.0,31.35,18.49,104,1658,3,5,5,355,13,Loyal_Customers
13723.0,27,5,994.23,19.12,15.83,52,550,4,4,4,444,12,Champions
13724.0,272,1,213.01,5.07,2.62,42,130,1,1,1,111,3,Hibernating
13727.0,246,6,740.6700000000001,11.76,11.21,63,206,1,4,3,143,8,At_Risk
13728.0,22,10,1839.03,18.21,7.31,101,811,4,5,4,454,13,Champions
13729.0,70,3,724.73,18.58,10.96,39,419,3,3,3,333,9,Promising
13733.0,45,2,487.03000000000003,16.79,11.03,29,335,3,2,2,322,7,Promising
13734.0,143,4,6695.6900000000005,247.99,789.15,27,302,2,4,5,245,11,Need_Attention
13735.0,11,9,6879.2300000000005,15.22,13.83,452,3007,5,5,5,555,15,Champions
13736.0,60,5,2022.67,5.56,4.57,364,1053,3,4,4,344,11,Loyal_Customers
13738.0,31,1,434.78000000000003,4.89,5.75,89,237,4,1,2,412,7,New_Customers
13739.0,162,1,75.3,25.1,17.23,3,22,2,1,1,211,4,Hibernating
13740.0,50,4,1232.02,17.35,8.71,71,562,3,4,4,344,11,Loyal_Customers
13745.0,181,1,477.32,15.4,13.73,31,650,1,1,2,112,4,Hibernating
13746.0,48,1,176.69,19.63,10.76,9,83,3,1,1,311,5,Others
13747.0,8,2,169.8,33.96,27.45,5,60,5,2,1,521,8,New_Customers
13748.0,8,5,1320.1,42.58,44.18,31,669,5,4,4,544,13,Champions
13750.0,15,6,1954.92,38.33,53.38,51,854,4,4,4,444,12,Champions
13752.0,162,1,404.45000000000005,21.29,9.86,19,131,2,1,2,212,5,Hibernating
13753.0,233,3,1353.31,30.07,17.39,45,938,1,3,4,134,8,At_Risk
13754.0,72,1,164.45,18.27,6.89,9,101,2,1,1,211,4,Hibernating
13756.0,2,10,3999.2300000000005,19.7,36.54,203,2238,5,5,5,555,15,Champions
13757.0,309,1,195.55,24.44,52.07,8,54,1,1,1,111,3,Hibernating
13758.0,1,10,6226.43,32.43,30.66,192,3224,5,5,5,555,15,Champions
13760.0,39,3,1076.85,17.37,30.09,62,426,3,3,4,334,10,Promising
13761.0,137,4,881.52,16.95,15.25,52,437,2,4,3,243,9,Need_Attention
13762.0,228,4,2165.76,77.35,49.59,28,2336,1,4,5,145,10,At_Risk
13763.0,52,2,3502.48,100.07,48.59,35,2496,3,2,5,325,10,Promising
13764.0,204,3,1400.2,8.59,5.5,163,1158,1,3,4,134,8,At_Risk
13765.0,288,1,352.821,20.75,9.95,17,297,1,1,2,112,4,Hibernating
13766.0,130,1,190.35,11.2,4.75,17,137,2,1,1,211,4,Hibernating
13767.0,4,39,18320.170000000002,42.9,37.06,427,7913,5,5,5,555,15,Champions
13768.0,361,2,875.97,26.54,16.87,33,373,1,2,3,123,6,Others
13769.0,2,11,3003.9100000000003,20.03,20.98,150,1411,5,5,5,555,15,Champions
13770.0,57,4,785.37,16.36,29.4,48,468,3,4,3,343,10,Loyal_Customers
13771.0,168,5,3094.37,31.9,22.69,97,1663,2,4,5,245,11,Need_Attention
13772.0,35,5,1977.39,5.02,5.86,394,906,4,4,4,444,12,Champions
13773.0,31,2,301.54,15.87,8.19,19,174,4,2,2,422,8,Potential_Loyalists
13775.0,225,1,1049.66,16.66,15.42,63,455,1,1,4,114,6,Others
13776.0,63,2,623.98,311.99,0.0,2,2,3,2,3,323,8,Promising
13777.0,1,37,30501.260000000002,157.22,200.63,194,13845,5,5,5,555,15,Champions
13778.0,126,3,945.79,27.02,26.96,35,441,2,3,3,233,8,Need_Attention
13779.0,150,1,161.13,5.97,5.78,27,53,2,1,1,211,4,Hibernating
13780.0,42,1,372.06,9.07,10.69,41,161,3,1,2,312,6,Others
13781.0,227,2,650.99,16.27,3.72,40,270,1,2,3,123,6,Others
13782.0,88,7,877.22,7.02,5.8,125,274,2,5,3,253,10,Need_Attention
13783.0,122,4,1542.09,154.21,74.83,10,3437,2,4,4,244,10,Need_Attention
13784.0,69,3,447.44,37.29,23.86,12,334,3,3,2,332,8,Promising
13785.0,63,4,542.49,18.08,4.48,30,151,3,4,3,343,10,Loyal_Customers
13786.0,2,6,3127.9900000000002,26.97,25.06,116,1515,5,4,5,545,14,Champions
13787.0,93,4,913.46,16.61,9.17,55,661,2,4,3,243,9,Need_Attention
13788.0,140,1,3.75,3.75,,1,1,2,1,1,211,4,Hibernating
13789.0,23,1,239.46,13.3,4.34,18,258,4,1,1,411,6,New_Customers
13792.0,57,1,188.4,18.84,8.6,10,64,3,1,1,311,5,Others
13793.0,281,1,96.0,13.71,4.28,7,52,1,1,1,111,3,Hibernating
13794.0,181,1,126.03,14.0,3.65,9,63,1,1,1,111,3,Hibernating
13795.0,23,4,836.3,28.84,23.59,29,1250,4,4,3,443,11,Loyal_Customers
13796.0,134,1,289.7,13.17,4.33,22,218,2,1,2,212,5,Hibernating
13797.0,71,3,1179.45,15.12,8.01,78,573,2,3,4,234,9,Need_Attention
13798.0,7,54,38683.02,103.71,71.26,373,24399,5,5,5,555,15,Champions
13799.0,79,7,2114.71,31.56,35.77,67,1137,2,5,4,254,11,Need_Attention
13800.0,65,2,1121.24,28.03,27.18,40,560,3,2,4,324,9,Promising
13802.0,9,16,21659.69,55.82,69.78,388,11557,5,5,5,555,15,Champions
13803.0,66,2,1061.84,17.41,8.26,61,710,3,2,4,324,9,Promising
13804.0,70,2,572.73,17.9,6.56,32,335,3,2,3,323,8,Promising
13807.0,2,3,422.2,16.89,7.92,25,116,5,3,2,532,10,Potential_Loyalists
13809.0,29,2,524.65,40.36,73.16,13,252,4,2,3,423,9,Potential_Loyalists
13813.0,162,4,1398.6100000000001,18.9,9.9,74,740,2,4,4,244,10,Need_Attention
13814.0,162,1,678.2,30.83,14.68,22,350,2,1,3,213,6,Others
13815.0,41,4,3448.38,19.16,19.04,180,2821,3,4,5,345,12,Loyal_Customers
13818.0,64,1,61.28,12.26,2.19,5,60,3,1,1,311,5,Others
13819.0,304,3,1502.0,23.11,12.35,65,1200,1,3,4,134,8,At_Risk
13820.0,53,3,652.75,7.33,6.17,89,285,3,3,3,333,9,Promising
13821.0,28,4,993.44,6.85,5.85,145,324,4,4,4,444,12,Champions
13823.0,15,5,2445.79,19.88,14.47,123,1125,4,4,5,445,13,Champions
13824.0,14,7,1615.82,29.92,27.72,54,674,5,5,4,554,14,Champions
13825.0,256,2,255.59,6.39,6.52,40,182,1,2,2,122,5,Hibernating
13829.0,56,1,102.0,102.0,,1,12,3,1,1,311,5,Others
13830.0,216,1,156.85000000000002,14.26,4.52,11,47,1,1,1,111,3,Hibernating
13831.0,4,13,4795.09,42.81,61.73,112,1810,5,5,5,555,15,Champions
